release_date,title,artist,ranking,certification,streams,image,spotify,apple
2025-05-04,Young Rob Stone,Rob Stone,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20May%20Album/May_4/Rob%20Stone-%20Young%20Rob%20Stone.jpeg,https://open.spotify.com/album/2ugdKwh6zsNX6x0JYfMzUO?si=bdbbe6d2a6f14b5d,https://music.apple.com/us/album/young-rob-%24tone/1507551915
2025-05-04,Book of Ryan,Royce da 5\,#24,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20May%20Album/May_4/Book_of_Ryan.jpeg,https://open.spotify.com/album/6OEpFTugRFO4BQ5DRYjvA6?si=6943f75a618a4142,https://music.apple.com/us/album/book-of-ryan-bonus-track-edition/1360464920
2025-05-04,DXXM,Scarlxrd,#9,Gold,"109,738,895",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20May%20Album/May_4/Scarlxrd-%20DXXM.jpg,https://open.spotify.com/album/09EUyV2T88hIcIBnlNyrNF?si=8f0f487c652248f6,https://music.apple.com/us/album/dxxm/1374691411
2025-05-04,G-Host,Styles P,#166,,,,https://open.spotify.com/album/5cg3f05QCssFzF6c2yryqo?si=c3f4c8c89a944c99,https://music.apple.com/us/album/g-host/1370715282
2025-05-04,Snow Cougar,Yung Gravy,,,"551,574,783",,https://open.spotify.com/album/5JzxLWdYLLpZTE6kaBLooY?si=266f12fb6184453e,https://music.apple.com/us/album/snow-cougar/1377356767
2025-05-05,Daily Operation,Gang Starr,#65,,"29,858,413",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20May%20Album/May_5/Gang_Starr_Daily_Operation.jpg,https://open.spotify.com/album/74DwNAuirHLDLVLrBQAnVg?si=828d55f96a164bee,https://music.apple.com/us/album/daily-operation/1442868254
2025-05-05,"There's One in Every Family",Fiend,#8,Gold,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20May%20Album/May_5/Theres_One_in_Every_Family.jpg,https://open.spotify.com/album/0BTIv4uRdGfp7qJT54KEMA?si=5082b9deb4504d38,https://music.apple.com/us/album/theres-one-in-every-family/1508402522
2025-05-05,"Lyricist Lounge, Volume One",Rawkus Records,#167,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20May%20Album/May_5/Lyricistlounge.jpg,,
2025-05-05,The Darkest Cloud,Vakill,,,"265,474",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20May%20Album/May_5/Thedarkestcloud.jpg,https://open.spotify.com/album/4zfBvgYbZ434b7y3iEErA9?si=a0001d8ea6d84e33,https://music.apple.com/us/album/the-darkest-cloud/171716296
2025-05-05,Skull Gang,Skull Gang,#142,,"246,356",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20May%20Album/May_5/Skull_Gang_album.jpg,,https://music.apple.com/us/album/skull-gang/314832161
2025-05-05,Scale-A-Ton,DJ Paul,#157,,"650,430",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20May%20Album/May_5/ScaleATon.png,https://open.spotify.com/album/1SHRLfDm7SK5Oqw2hFWdpS?si=ce4920e85fe04bff,https://music.apple.com/us/album/scale-a-ton/313250239
